variable_id,observation_period,observation_period_type,observation_year,observation_quarter,bar_demand_tonnes,official_coin_demand_tonnes,medals_imitation_coin_tonnes,total_bar_and_coin_tonnes,named_country_total_tonnes,other_and_stock_change_tonnes,world_total_bar_and_coin_sheet_tonnes,unit,source_name,source_workbook,source_publication_date,download_date,workbook_sha256,ingested_at,parser_version,underlying_providers,is_revised,prior_workbook_sha256,prior_total_bar_and_coin_tonnes,revision_reason,validation_status,availability_status,anomaly_notes
L0-005,Q4'21,quarterly,2021,4,,,,327.54640303,317.15579748,10.39060555,327.54640303,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,2022,annual,2022,,822.42055153,321.58162525,99.75433967,1243.75651645,1213.65894504,30.09757142,1243.75651646,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q1'22,quarterly,2022,1,,,,289.38240698,280.25155428,9.1308527,289.38240698,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q2'22,quarterly,2022,2,,,,263.63200486,257.7834515,5.84855336,263.63200486,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q3'22,quarterly,2022,3,,,,350.5364228,344.06391225,6.47251056,350.53642281,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q4'22,quarterly,2022,4,,,,340.20568181,331.56002701,8.6456548,340.20568181,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,2023,annual,2023,,794.53370013,294.09291332,115.06400124,1203.69061469,1197.68437711,6.00623757,1203.69061468,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q1'23,quarterly,2023,1,,,,308.40181419,306.91383639,1.4879778,308.40181419,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q2'23,quarterly,2023,2,,,,277.78935835,273.24749221,4.54186613,277.78935834,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q3'23,quarterly,2023,3,,,,299.31701276,301.37775444,-2.06074169,299.31701275,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q4'23,quarterly,2023,4,,,,318.18242939,316.14529407,2.03713533,318.1824294,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,2024,annual,2024,,881.22791064,201.32581178,125.98722968,1208.5409521,1188.79406184,19.74689026,1208.5409521,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q1'24,quarterly,2024,1,,,,323.74843209,321.89137407,1.85705803,323.7484321,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q2'24,quarterly,2024,2,,,,278.77428111,273.48573919,5.28854192,278.77428111,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q3'24,quarterly,2024,3,,,,276.60928428,275.11295248,1.49633179,276.60928427,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q4'24,quarterly,2024,4,,,,329.40895462,318.3039961,11.10495852,329.40895462,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,2025,annual,2025,,1098.28230698,171.8232527,135.83278004,1405.93833972,1384.4613026,21.47703713,1405.93833973,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q1'25,quarterly,2025,1,,,,333.73711549,332.23511188,1.50200362,333.7371155,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q2'25,quarterly,2025,2,,,,315.62019397,310.10286143,5.51733253,315.62019396,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q3'25,quarterly,2025,3,,,,328.44519397,324.58331835,3.86187563,328.44519398,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q4'25,quarterly,2025,4,,,,428.13583629,417.54001094,10.59582535,428.13583629,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q1'26,quarterly,2026,1,,,,476.77916012,474.65432825,2.12483187,476.77916012,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
L0-005,Q2'26,quarterly,2026,2,,,,307.08301057,300.79380145,6.28920912,307.08301057,metric_tonnes,WGC_GDT,GDT_Tables_Q2'26_EN.xlsx,2026-08-07,2026-08-18,32f3c7c795b3ce83be9e3bbd53b27da97218d446d40d63b4ecdce7d214a1a687,2026-08-19T03:15:44Z,1.0.0,Metals Focus; Refinitiv GFMS; ICE Benchmark Administration; World Gold Council,False,,,,PASS,AVAILABLE,
