STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FXR_CURRENCY,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FUNCTIONAL_CAT,CURRENCY,ACCOUNTING_ENTRY,VALUATION,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,STATUS
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,NV_USD,Q,2025-Q3,2670251202652.89,6,,,,EUR,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,NV_USD,Q,2025-Q4,2679437249294.71,6,,,,EUR,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,NV_USD,Q,2026-Q1,2625001440700.01,6,,,,EUR,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,1999,17.8987905769332,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2000,17.5370606971042,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2001,18.405093873867,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2002,22.923391556076,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2003,23.1322623759487,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2004,23.1446722069437,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2005,21.8892330637684,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2006,22.6226235338528,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2007,23.3228428580763,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2008,23.4170576773844,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2009,24.0467322850019,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2010,22.9132199065987,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2011,21.7251103652476,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2012,21.449406087907,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2013,21.4739711166451,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2014,20.4570063397365,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2015,19.4005537,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2016,18.9277091,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2017,19.7977191,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2018,20.0305283316089,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2019,19.8245887786098,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2020,20.5583939113306,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2021,19.8153821960483,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2022,19.7297306060791,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2023,19.2091884613037,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2024,18.9102840423584,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,A,2025,20.3811206817627,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,1999-Q1,18.1221470370837,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,1999-Q2,17.5747412726491,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,1999-Q3,18.3276090601898,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,1999-Q4,17.8987905769332,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2000-Q1,16.534852958916,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2000-Q2,16.7730469443933,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2000-Q3,16.4219625327352,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2000-Q4,17.5370606971042,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2001-Q1,17.225731705536,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2001-Q2,17.1533756874137,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2001-Q3,17.9664971397453,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2001-Q4,18.405093873867,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2002-Q1,19.0441646615479,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2002-Q2,20.086257041822,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2002-Q3,21.152324713009,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2002-Q4,22.923391556076,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2003-Q1,22.6563577577068,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2003-Q2,23.1257328345919,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2003-Q3,22.6868451713132,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2003-Q4,23.1322623759487,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2004-Q1,21.7868685999698,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2004-Q2,21.7693514192742,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2004-Q3,22.1939086191011,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2004-Q4,23.1446722069437,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2005-Q1,23.0980113753154,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2005-Q2,22.6995876338169,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2005-Q3,22.3372917750411,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2005-Q4,21.8892330637684,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2006-Q1,22.1315791481771,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2006-Q2,22.4579581568719,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2006-Q3,22.0875462774912,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2006-Q4,22.6226235338528,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2007-Q1,23.2886674545895,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2007-Q2,22.9164056076231,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2007-Q3,23.7708386675709,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2007-Q4,23.3228428580763,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2008-Q1,23.2662209563831,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2008-Q2,23.3095974440975,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2008-Q3,22.2211500814526,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2008-Q4,23.4170576773844,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2009-Q1,23.2522906293496,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2009-Q2,24.0779346111192,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2009-Q3,24.1837460112942,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2009-Q4,24.0467322850019,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2010-Q1,23.8081398220863,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2010-Q2,22.9718835513829,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2010-Q3,23.3324560606541,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2010-Q4,22.9132199065987,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2011-Q1,22.7520484927065,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2011-Q2,22.8893945938661,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2011-Q3,22.2135432766033,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2011-Q4,21.7251103652476,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2012-Q1,21.7478295866898,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2012-Q2,21.8502522846078,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2012-Q3,21.3475146862172,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2012-Q4,21.449406087907,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2013-Q1,21.0205598346248,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2013-Q2,21.1393598580545,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2013-Q3,21.3126286694233,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2013-Q4,21.4739711166451,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2014-Q1,21.7754783250581,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2014-Q2,21.591284412809,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2014-Q3,20.6983968360408,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2014-Q4,20.4570063397365,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2015-Q1,19.707371209207,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2015-Q2,19.7346303,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2015-Q3,19.5726043,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2015-Q4,19.4005537,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2016-Q1,19.7778506,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2016-Q2,19.4721547,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2016-Q3,19.5422885,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2016-Q4,18.9277091,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2017-Q1,19.0098815,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2017-Q2,19.6875589,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2017-Q3,19.771857,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2017-Q4,19.7977191,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2018-Q1,19.9123199,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2018-Q2,19.5985523,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2018-Q3,19.7211876381046,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2018-Q4,20.0305283316089,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2019-Q1,19.5438203804079,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2019-Q2,19.8298730822905,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2019-Q3,19.5359605666266,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2019-Q4,19.8245887786098,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2020-Q1,19.3291387242754,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2020-Q2,19.4792482131464,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2020-Q3,19.8693542865485,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2020-Q4,20.5583939113306,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2021-Q1,19.7606440508144,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2021-Q2,19.8386658306809,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2021-Q3,19.7752459126348,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2021-Q4,19.8153821960483,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2022-Q1,19.1770801544189,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2022-Q2,19.0010204315186,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2022-Q3,18.8501777648926,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2022-Q4,19.7297306060791,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2023-Q1,18.7499256134033,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2023-Q2,18.9197483062744,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2023-Q3,18.9005165100098,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2023-Q4,19.2091884613037,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2024-Q1,18.8723106384277,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2024-Q2,18.8239688873291,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2024-Q3,19.15159034729,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2024-Q4,18.9102840423584,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2025-Q1,19.109001159668,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2025-Q2,20.2646656036377,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2025-Q3,20.4868774414063,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2025-Q4,20.3811206817627,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_EUR,SHRO_PT,Q,2026-Q1,20.030689239502,0,,,,EUR,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,NV_USD,A,1995,24344659776,6,,,,FRF,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,NV_USD,A,1996,22637974000,6,,,,FRF,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,NV_USD,A,1997,18314080000,6,,,,FRF,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,NV_USD,A,1998,20813855466.143,6,,,,FRF,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,SHRO_PT,A,1995,2.35175254442716,0,,,,FRF,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,SHRO_PT,A,1996,1.84618467417483,0,,,,FRF,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,SHRO_PT,A,1997,1.43834275693918,0,,,,FRF,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_FRF,SHRO_PT,A,1998,1.62254974003438,0,,,,FRF,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,1995,21874306308,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,1996,32882911900,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,1997,32856070000,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,1998,34142263729.1578,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,1999,39827370892.0595,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2000,65957756607.4026,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2001,64033903590.2878,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2002,88953596951.5296,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2003,117685678123.387,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2004,173075454830.532,6,,,,GBP,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_GBP,NV_USD,A,2005,206977277283.394,6,,,,GBP,CO,NV,,USD,O,,
