STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FXR_CURRENCY,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FUNCTIONAL_CAT,CURRENCY,ACCOUNTING_ENTRY,VALUATION,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,STATUS
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2012,183455430059.266,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2013,222532504665.598,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2014,209072045567.77,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2015,199865466100,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2016,200425360290,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2017,225334224160,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2018,198716807756.666,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2019,217160254256.825,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2020,251447616018.35,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2021,258935860358.432,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2022,266153064762.163,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2023,257087165004.811,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2024,251065325486.428,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,A,2025,265942867196.437,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2012-Q4,183455430059.266,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2013-Q1,199792746976.156,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2013-Q2,201299827816.383,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2013-Q3,206599098771.145,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2013-Q4,222532504665.598,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2014-Q1,223447937361.48,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2014-Q2,228686195536.679,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2014-Q3,219055590898.066,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2014-Q4,209072045567.77,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2015-Q1,197948974263.723,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2015-Q2,206454343760,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2015-Q3,182136696190,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2015-Q4,199865466100,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2016-Q1,205681618350,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2016-Q2,203409242920,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2016-Q3,213648991120,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2016-Q4,200425360290,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2017-Q1,213235884460,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2017-Q2,214845292350,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2017-Q3,219854518980,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2017-Q4,225334224160,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2018-Q1,215403827980,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2018-Q2,211824859470,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2018-Q3,209299818349.391,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2018-Q4,198716807756.666,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2019-Q1,207889090340.346,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2019-Q2,212398384865.659,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2019-Q3,207749976941.682,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2019-Q4,217160254256.825,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2020-Q1,192905779043.122,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2020-Q2,218649022439.817,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2020-Q3,229705557508.48,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2020-Q4,251447616018.35,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2021-Q1,251251947720.338,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2021-Q2,254840593442.121,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2021-Q3,250883528109.185,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2021-Q4,258935860358.432,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2022-Q1,258382969078.225,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2022-Q2,247171879332.521,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2022-Q3,252130159141.838,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2022-Q4,266153064762.163,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2023-Q1,230584717385.235,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2023-Q2,228411365435.579,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2023-Q3,232664435844.984,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2023-Q4,257087165004.811,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2024-Q1,260242019327.504,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2024-Q2,269443650731.582,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2024-Q3,284972372581.812,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2024-Q4,251065325486.428,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2025-Q1,249165028743.802,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2025-Q2,266590403451.264,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2025-Q3,268544178763.162,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2025-Q4,265942867196.437,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,NV_USD,Q,2026-Q1,276775411421.046,6,,,,AUD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2012,1.67321946434594,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2013,1.90163878804648,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2014,1.80218154275658,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2015,1.829566,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2016,1.8701022,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2017,1.9692428,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2018,1.73973294161817,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2019,1.83794324888231,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2020,1.98084877918702,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2021,2.00505886277357,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2022,2.23950481414795,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2023,2.08758854866028,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2024,2.0361864566803,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,A,2025,2.02289247512817,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2012-Q4,1.67321946434594,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2013-Q1,1.79937310974119,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2013-Q2,1.80530204099438,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2013-Q3,1.80283604241885,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2013-Q4,1.90163878804648,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2014-Q1,1.88516901194059,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2014-Q2,1.90496036246258,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2014-Q3,1.86118618725394,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2014-Q4,1.80218154275658,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2015-Q1,1.73051500648751,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2015-Q2,1.8015736,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2015-Q3,1.6287052,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2015-Q4,1.829566,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2016-Q1,1.8827546,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2016-Q2,1.8552647,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2016-Q3,1.9438542,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2016-Q4,1.8701022,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2017-Q1,1.9563485,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2017-Q2,1.932564,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2017-Q3,1.9469712,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2017-Q4,1.9692428,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2018-Q1,1.8563273,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2018-Q2,1.8480988,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2018-Q3,1.83626607950513,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2018-Q4,1.73973294161817,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2019-Q1,1.79182481777985,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2019-Q2,1.81073854363856,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2019-Q3,1.78411712543133,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2019-Q4,1.83794324888231,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2020-Q1,1.65050857965116,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2020-Q2,1.81942097769368,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2020-Q3,1.87607662223341,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2020-Q4,1.98084877918702,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2021-Q1,1.9988725305169,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2021-Q2,1.99142410185545,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2021-Q3,1.95653185907574,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2021-Q4,2.00505886277357,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2022-Q1,2.06531095504761,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2022-Q2,2.06404638290405,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2022-Q3,2.18976640701294,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2022-Q4,2.23950481414795,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2023-Q1,1.92138850688934,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2023-Q2,1.8989382982254,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2023-Q3,1.96841478347778,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2023-Q4,2.08758854866028,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2024-Q1,2.10727906227112,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2024-Q2,2.18794274330139,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2024-Q3,2.23912620544434,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2024-Q4,2.0361864566803,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2025-Q1,1.99325788021088,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2025-Q2,2.06003737449646,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2025-Q3,2.06034231185913,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2025-Q4,2.02289247512817,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_AUD,SHRO_PT,Q,2026-Q1,2.11199975013733,0,,,,AUD,,,SHRO,PT,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2012,229640570244.305,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2013,273662062798.854,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2014,266527747751.984,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2015,227773978940,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2016,228405779290,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2017,242674348710,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2018,210706592735.003,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2019,223900245388.06,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2020,269666761815.008,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2021,314203678906.607,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2022,295603787601.854,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2023,309452815259.973,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2024,350581092403.093,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,A,2025,328230274670.852,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2012-Q4,229640570244.305,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2013-Q1,243970267350.813,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2013-Q2,258107290771.72,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2013-Q3,265685685910.559,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2013-Q4,273662062798.854,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2014-Q1,272316180641.683,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2014-Q2,283836151883.837,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2014-Q3,272658648133.618,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2014-Q4,266527747751.984,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2015-Q1,259819731119.445,6,,,,CAD,CO,NV,,USD,O,,
dataflow,IMF.STA:COFER(7.0.1),R,G001,AFXRA,CI_CAD,NV_USD,Q,2015-Q2,256865077630,6,,,,CAD,CO,NV,,USD,O,,
